1.045105513185262680e-02,-7.391177117824554443e-02,-5.042837187647819519e-02,2.518565393984317780e-02,3.165221214294433594e-02,7.023526728153228760e-02,4.696776345372200012e-02,3.775354847311973572e-02,-4.052291810512542725e-02,7.151310332119464874e-03,4.516697954386472702e-03,3.649301454424858093e-02,5.896354466676712036e-02,-8.253119140863418579e-02,4.715244844555854797e-02,-1.035208180546760559e-01
7.903667539358139038e-02,1.588302105665206909e-01,8.354634791612625122e-02,1.493896241299808025e-03,1.125717014074325562e-01,-1.216888502240180969e-01,-1.708485782146453857e-01,-1.252369433641433716e-01,3.421659022569656372e-02,8.477023988962173462e-02,-8.564934879541397095e-02,-1.422203928232192993e-01,-1.681796312332153320e-01,-1.105450093746185303e-01,-2.063727974891662598e-01,-4.442440345883369446e-02
1.456354372203350067e-02,6.571819633245468140e-02,2.002716660499572754e-01,4.696875438094139099e-02,1.028459444642066956e-01,-1.257645152509212494e-02,-1.498668491840362549e-01,-1.266182065010070801e-01,-4.311148449778556824e-02,5.363767966628074646e-02,-5.964133143424987793e-02,-7.290013134479522705e-02,-9.856365621089935303e-02,-8.150714635848999023e-02,-1.549221724271774292e-01,8.642454445362091064e-02
9.426067024469375610e-02,1.276017427444458008e-01,8.499652892351150513e-02,7.740257680416107178e-02,6.783652305603027344e-02,-9.880311787128448486e-02,-9.457245469093322754e-02,-7.940418273210525513e-02,6.720117479562759399e-02,5.328482016921043396e-02,-5.216563120484352112e-02,-1.273104846477508545e-01,-4.199334233999252319e-02,-2.397206798195838928e-02,-4.330426827073097229e-02,4.172370210289955139e-02
6.545167416334152222e-02,1.240005046129226685e-01,1.016265228390693665e-01,1.613268442451953888e-02,-3.287468478083610535e-02,-1.076140925288200378e-01,-4.228287190198898315e-02,-1.050277501344680786e-01,9.439145773649215698e-02,8.181732147932052612e-02,-2.683833427727222443e-02,-1.180824339389801025e-01,-1.069562807679176331e-01,3.856071457266807556e-02,-6.710617244243621826e-02,4.520723223686218262e-02
1.235443651676177979e-01,5.607180669903755188e-02,9.607345610857009888e-02,5.438828468322753906e-02,9.252600371837615967e-03,-1.079235002398490906e-01,-1.140832230448722839e-01,-1.148769110441207886e-01,5.069700255990028381e-02,1.753502488136291504e-01,-1.407708525657653809e-01,-1.669140905141830444e-01,-1.530514955520629883e-01,-2.289383411407470703e-01,-1.953709274530410767e-01,3.010210348293185234e-04
-1.317872405052185059e-01,3.929411247372627258e-02,1.641498953104019165e-01,-8.077771402895450592e-03,1.684254109859466553e-01,-4.095460474491119385e-02,-1.259626150131225586e-01,-1.246524527668952942e-01,-1.881658099591732025e-02,5.780990421772003174e-02,-2.388329617679119110e-02,-3.752141073346138000e-02,-1.685125529766082764e-01,-5.991749837994575500e-02,-1.425563693046569824e-01,1.931314170360565186e-02
-1.260257810354232788e-01,-4.569734446704387665e-03,6.742937862873077393e-02,-1.536405682563781738e-01,-1.263480931520462036e-01,5.293689668178558350e-02,6.396722048521041870e-02,8.304715156555175781e-02,2.882529795169830322e-02,-4.395356401801109314e-02,8.343716710805892944e-02,9.207589924335479736e-02,6.138289347290992737e-02,2.561502754688262939e-01,7.739628851413726807e-02,2.395704537630081177e-01
1.017609015107154846e-01,1.224249303340911865e-01,2.854263782501220703e-02,1.585657298564910889e-01,-3.243144229054450989e-02,-8.523219823837280273e-02,-1.283958554267883301e-01,-1.270846426486968994e-01,5.079010501503944397e-02,1.124944239854812622e-01,-1.226713061332702637e-01,-1.526709794998168945e-01,-1.329842954874038696e-01,4.108078777790069580e-03,-9.587386250495910645e-02,-2.427825890481472015e-02
-8.511878550052642822e-02,-6.728196889162063599e-02,4.340032115578651428e-02,-7.836232334375381470e-02,-2.008554190397262573e-01,4.990851506590843201e-02,6.938917189836502075e-02,1.409044563770294189e-01,1.020272895693778992e-01,-9.932301938533782959e-02,1.129974499344825745e-01,1.479506641626358032e-01,1.736001372337341309e-01,2.300493270158767700e-01,1.545142680406570435e-01,1.257587373256683350e-01
4.964116215705871582e-02,1.237866282463073730e-01,-3.956316038966178894e-03,6.235005334019660950e-02,9.368467330932617188e-02,-1.109269782900810242e-01,-1.214366406202316284e-01,-8.616799861192703247e-02,5.656546726822853088e-02,8.309151977300643921e-02,-1.068951338529586792e-01,-6.205371022224426270e-02,-1.477554887533187866e-01,-2.422702684998512268e-02,-1.310941725969314575e-01,-7.414892315864562988e-02
